sampleid,composition,Temperature,Seebeck coefficient,Thermal conductivity,ZT,Electrical conductivity
2871,Co2TiSn,50,-2.0990393683757284e-06,6.120638658452644,1.4601917657954126e-05,405691.08444398205
520,Al3V0.7Ti0.3,50,4.1529768873889924e-07,2.0919924716269365,2.033693433722474e-06,493351.634207204
7488,Cu4SnS4,50,-1.0986896213082456e-05,1.0947341372592163,3.2586190980453627e-07,59.10472637494425
519,Al3V0.9Ti0.1,50,-5.918044638580071e-06,1.9735402761445064,0.00039073000167657765,440348.2508293425
519,Al3V0.9Ti0.1,50,-2.2720926200039765e-06,2.169064372559055,6.137344073179898e-05,515740.0357587438
519,Al3V0.9Ti0.1,50,9.334902409723843e-06,2.4223010198313384,0.001063624470710593,591325.849192456
519,Al3V0.9Ti0.1,50,1.783689343860871e-05,3.178603168463123,0.003364511830470004,672279.5982184715
1867,Sn0.9Co0.1CCo3,50,1.1717545634887622e-05,2.9128515460348616,0.001137149812429346,482494.8962901904
1864,Sn0.95Sb0.05CCo3,50,2.185866099997818e-05,1.7268028725570739,0.003123406201213229,225763.701419196
1861,AlCCo3,50,3.6281319555182732e-06,4.0930243333125285,0.00010046707354277704,599295.1954979103
16847,Bi2Te2.7Se0.3,50,-4.8540083490825296e-05,0.24505939955798545,0.008145983117713751,19298.749073378534
15207,CeOs2Al10,50,6.524844194504441e-06,7.951223218312428,1.8211033888311332e-05,68023.38702818165
1346,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,-1.3802210938977678e-06,2.9470331330088184,6.554259526865259e-07,20278.756825683937
13564,Cu2Se,50,1.5097422077251113e-05,1.2831921820508798,0.0013256785270396266,149263.7433196093
15050,Y1−xB28.5C4,50,-2.1451756851478047e-05,0.7095063207039262,5.082921670298622e-10,0.01567378734196408
16515,Zn4Sb3,50,2.7380298977094054e-05,1.9852673078614569,0.0002773699213067837,14690.344409669116
15193,SnSe,50,0.00016043776394193348,0.35700959466561777,1.554185069740059e-06,0.4311212355733387
13392,Cu6Fe4Sn12Se32,50,0.00011733605587897568,1.3590596124419942,7.738010354414259e-08,0.15276885978157598
508,Fe0.95co0.05Si2-10wt%Er2O3,50,3.5825753162234074e-05,3.3538936511886,0.00047948249838573767,25058.864285100197
508,Fe0.95co0.05Si2-10wt%Er2O3,50,-2.037637096304961e-05,3.1231356818180336,0.00016295514106152818,24515.188514384045
508,Fe0.95co0.05Si2-10wt%Er2O3,50,8.180882186416636e-05,2.9163796726208955,0.0026975295939296205,23509.316310006838
508,Fe0.95co0.05Si2-10wt%Er2O3,50,6.232227529459519e-05,2.731487280748893,0.001533363147008314,21566.893740177882
508,Fe0.95co0.05Si2-10wt%Er2O3,50,3.808281132789273e-05,2.5405041415559153,0.0005180375023264729,18149.01674832968
16514,Zn41Sb59,50,3.096039152817384e-05,0.11929637261689766,7.794472395703983e-08,0.1940131063109735
1900,FeSi,50,0.0005028985712472184,17.905192061566495,2.407863381622857e-06,3.4094161818435897
1899,FeSi,50,0.0009578065503123883,41.75392636896088,2.950369919365626e-06,2.6856423865654286
1353,CoGe,50,-1.2746563918397922e-05,14.343020364621351,0.000581472939404903,1026629.791566276
1892,Y3Ru3.2Co0.8Ge13,50,4.003592902311449e-05,2.129199883732685,0.0006544340058686537,17386.51206778228
1354,Co0.96Fe0.04Ge,50,-9.471073940145355e-07,11.539227687259455,6.751306624090188e-07,173698.5195520631
1891,Y3Ru3.6Co0.4Ge13,50,2.084868737019492e-05,3.0135744397090556,0.00021513279550476318,29830.539358566475
1355,Co0.88Fe0.12Ge,50,1.277652812930384e-05,10.965202077686124,0.00014177118357755242,190462.24080545024
1332,Sr5Al2Sb6,50,-2.9992781671620037e-05,9.558686923134779,0.0007479883038917812,181376.57952426508
10978,CoO0.09N0.91,50,-2.799281828671328e-05,1.7351899309342005,0.0003558168033878039,15758.330993355496
1347,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.0002730563527798809,1.5626115838338237,0.011631356528650627,4875.361608595249
1344,Si0.8Ge0.2B0.016 ,50,0.00010143955576081347,2.508509131349601,0.011069466298449248,53970.654786411906
1347,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.0002863183159765457,1.567817311834201,0.012324537098935292,4714.089305339813
1347,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.000305212215037646,1.6584941061062801,0.012243375438965544,4359.546094048077
16612,Zn12.45Sb10,50,3.040718661911016e-05,6.24319541310841,0.001255972097016803,169615.07016118045
1348,Si93.75Ge6.25P0.15,50,-0.0001493465712759728,6.305504052308374,0.015084822650345844,85290.27221400233
1347,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.0002572435168151744,1.5441730581115691,0.010546844104052594,4922.204086343502
1346,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.00021851922571056767,2.947891826574362,0.017465256071123137,21564.390624674037
1346,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.0002624495055870593,3.3403586665259586,0.019112953413772112,18537.850698559658
1346,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.00016524161435613926,3.0934358351550943,0.01060069111296166,24019.636427984493
1346,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.000273058416155916,44.09369786595493,0.001507386938266309,17828.718655777946
1346,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.00028250845060568254,34.010855929745105,0.0019626313025184992,16727.205484329188
15901,CsBi4Te5.6Se0.4,50,3.4633289950224046e-05,2.7892123433171685,0.0004254372058490322,19786.07013382968
1347,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.00020748866384723432,1.4381942857366692,0.00689877427175323,4609.2550649032155
1345,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.00015704351849235966,3.346401380638919,0.010895976801533662,29568.831509515254
1347,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.00023583996145283223,1.495975228869997,0.008951605370013358,4815.268802483819
1347,Si0.8Ge0.2B0.016 (CrSi2)0.091,50,0.0001759405773477923,1.4493184085771218,0.004811649293939738,4505.632274243335
1348,Si93.75Ge6.25P0.15,50,-0.00017728351810678494,6.295809230700513,0.018968933038237056,75995.4753945167
1340,Si80Ge18Sb2,50,-0.00033867363446668324,2.7538582835322094,0.016423903616403127,7342.302197883759
15943,Cu5Sn2Te7,50,1.6220733183081532e-05,17.37780943504805,0.004626940408828344,5666971.960535044
1340,Si80Ge18Sb2,50,-0.00036762488909557965,2.67150398997023,0.018836414224462243,7530.858055622792
1340,Si80Ge18Sb2,50,-0.00039197063238493435,2.5926104316894145,0.02137382763545009,7719.413913361824
1348,Si93.75Ge6.25P0.15,50,-0.0002047171280118337,6.211692497779693,0.023269303707527653,68978.69467079696
1348,Si93.75Ge6.25P0.15,50,-0.00022982522686714946,6.081352361602589,0.027228638365707616,62699.01127782938
1348,Si93.75Ge6.25P0.15,50,-0.00025262965214438085,5.917080646889698,0.03051400609485626,56580.66724301799
1348,Si93.75Ge6.25P0.15,50,-0.0002736065945176786,5.7291523151123,0.03314795011970489,50736.89896124389
1348,Si93.75Ge6.25P0.15,50,-0.00029229693947058037,5.539715284579367,0.035236121147493964,45693.77076992666
11074,Sr0.95La0.05Ti0.02Mn0.0126O3,50,-3.6079780620730326e-05,1.669933953867377,0.02054412540231709,524408.1091041536
16610,Zn12.4194‬ Sb10,50,3.255833683067049e-05,4.35259967967521,0.003228225404695509,265105.14031400165
1340,Si80Ge18Sb2,50,-0.000433316848550865,2.440577321356934,0.02896501826860595,8285.081486578922
13007,Zr3Ni2.7Cu0.3Sb4,50,-4.80129022772328e-05,12.044384274895258,0.00043661516724479934,45624.43499192159
1358,Co0.96Ni0.04Ge,50,-4.516943898088569e-05,8.141034510852128,0.011294496967141257,901336.7764049113
1359,Co0.92Ni0.08Ge,50,-1.0468490244309383e-05,13.900625535454063,0.00033946414033382034,861172.4711090222
1890,Lu3Ru4Ge13,50,9.63636004506382e-06,1.5696068075574623,3.0946351483666524e-05,10461.748771283941
1889,Ho3Ru4Ge13,50,1.1806845156998551e-05,1.2840415063095545,4.708751527614082e-05,8674.552841560273
12802,Cu10Zn2Sb4S13,50,6.530126773975164e-05,0.2087630751235504,2.1638437874886304e-08,0.021186848485754698
12803,Cu10Mn2Sb4S13,50,5.420449281369815e-05,0.17642057064881886,2.5506162673118117e-08,0.030630477925353405
12804,Cu10Ni2Sb4S13,50,0.00012218499084732108,0.16119434679762573,4.117140119581522e-07,0.08890777234902082
1358,Co0.96Ni0.04Ge,50,-3.136804653156243e-05,9.44420398644419,0.0009654610962057078,185334.0370210921
1356,Co0.8Fe0.2Ge,50,1.7895615588976628e-05,9.219969521095313,0.0004360406599678145,251069.05324496297
1888,Dy3Ru4Ge13,50,1.277653931597117e-05,0.8526579833660526,8.654149802815929e-05,9040.715348232488
1357,Co0.7Fe0.3Ge,50,1.1573713988133415e-05,7.391227849272793,0.00022362989096485987,246791.9256084217
1358,Co0.96Ni0.04Ge,50,-1.6303534399306632e-05,12.008278230616432,0.0009027023743114768,815627.3757849407
9466,GeBi3SbTe7,50,5.668867869610561e-05,0.2783161926595349,0.017042243493459334,32279.983517917713
9467,GeBi2Sb2Te7,50,2.60450705348052e-05,0.34467962419268555,0.003756313275722896,38173.0038186649
1887,Y3Ru4Ge13,50,1.3737014434508482e-05,2.6048379261119843,2.6501375570772313e-05,7316.3489344837035
9468,GeBiSb3Te7,50,8.237561772911383e-06,0.35968118557197754,0.0006860455962363272,72728.28203645612
9469,GeSb4Te7,50,8.25113357313355e-06,0.4614682479082712,0.00145496641229904,197241.1618347368
17225,98.7 Be; 1.18 BeO; 0.044 AI; 0.014 Ni; 0.009 Mn,50,-2.6793166437353083e-06,120.5261378524762,0.0002516961499078453,84516153.74175395
16261,RuGa3,50,-0.0006903205522314314,90.33716870399635,7.7143429749194e-05,257.13073604035117
16262,RuGa3 ,50,-0.0004284248709496527,30.6406719584771,1.0130576898547505e-06,3.3823076608512204
16237,FeGa3,50,1.879068777495087e-06,19.518777910340162,8.364573447425889e-07,92478.56122580833
13899,CuInTe2,50,1.2316498473572895e-05,1.5045041092270364,5.1042724300793854e-08,10.124712621598537
13898,CuInTe2,50,0.00013417099127305536,18.370754142105934,1.657561499296496e-05,338.3057462635064
17201,Zn4(Sb0.985Se0.015)3,50,4.98188724221312e-06,1.6421493903599949,7.834616624548047e-05,103674.66040455946
17255,Bi-78%,50,2.7755997824230327e-05,1.8780598775912647,0.00016102338332096567,7850.81400006161
14581,Cu6Ga8Te15,50,3.9931814650702204e-05,4.282484980276257,1.4168796560001486e-12,7.610631871935106e-05
5200,LaFe4Sb12,50,-6.064808323343949e-06,2.311879305866253,0.00035244919764111117,443054.87558825006
5218,CoSb3,50,1.619545067306901e-05,0.05358782931938054,0.00037123996577402606,1516.927447865378
17338,Al32Mn34Si34,50,-0.00018130890084136464,4.6330082903671865,0.0038638205158062345,12053.02091814785
14590,K1.25Pb3.5Bi7.25Se15,50,-6.1251711477444825e-06,0.6721066857206572,0.00027176308959483275,97369.33998761595
14247,Mo3Sb5.4Te1.6,50,1.0236123428975121e-05,3.937985749569319,0.00035162229892751816,264307.5182420702
14248,Ni0.06Mo3Sb5.4Te1.6,50,1.798326842423633e-05,5.069606117495471,0.0008722815791610776,273478.79741528456
14342,EuFe4As12,50,3.886231623307137e-06,6.376566853640053,0.0001360131552215924,1148525.0334274569
17256,Bi-85%,50,3.0545420555197695e-05,4.504041078429448,0.000431572222253941,41667.131617372834
17257,Bi-92%,50,3.6800219705528e-05,13.158171907079382,0.004411320165281493,857221.9989348276
14689,GaPd2,50,-7.564725482494956e-07,13.211767285544374,1.6838115614018258e-05,7774958.028024077
14688,GaPd2,50,-3.0110464534690906e-06,12.880706435251405,0.00029876601983484704,8489184.413043283
14687,GaPd2,50,-2.6551594804307306e-06,9.624620212918053,0.00019993945253717413,5459223.465854668
14620,Ba0.51Cr5Se8,50,6.596682023290884e-05,0.8605325086441574,3.3463573303852605e-09,0.013234833743131169
14619,Ba0.5Cr5Se8,50,0.00010997416122016684,1.1035835191689451,1.2514836716422115e-09,0.0022839104567695173
14597,AgIn0.4Sb0.6Te2,50,9.375309724652647e-06,0.21244339459781506,0.0004986450502619189,24104.242742181534
5220,Yb0.6Fe0.5Co3.5Sb12,50,-3.0760233283335686e-05,0.1591669172681794,0.026185053754036947,88096.16858999265
5915,Ba0.3Ir4Sb12,50,-2.786755214972321e-05,1.9200849332171912,0.0004766414730261504,23569.187882881244
4708,Ca0.10Co3.95Ni0.05Sb12.34,50,-7.863589890950245e-05,6.0011824378510825,5.911607477203242e-05,1147.4418977927605
4707,Ca0.10Co3.98Ni0.02Sb12.15,50,-7.547510811852991e-05,4.9461523655562285,4.9890312577943325e-05,866.3756218263582
4706,Ca0.08Co3.98Ni0.02Sb12.15,50,-7.874401790328583e-05,6.30424766866364,2.8476475103418843e-05,579.0477129331546
9695,CsBi4Te6,50,-1.4246817972139384e-05,2.148328773611152,1.2504982694669027e-05,2647.1471584484743
4710,Ca0.15Co3.98Ni0.02Sb11.80,50,-5.683255252248525e-05,4.200996560680752,0.005431614806242163,141291.80108184734
13710,Mo0.9Nb0.1Te2,50,4.971502650981371e-05,5.6595719262626165,0.010076339504710246,439886.96105976414
13711,Mo0.8Nb0.2Te2,50,2.3513986187887423e-05,5.534673234788727,0.0028196541964057003,535692.124383783
4709,Ca0.20Co4Sb12.46,50,-4.606736292159734e-05,3.810262505668153,0.000859327275157561,30857.219152123336
13782,Ba3Cu13.88Te12,50,-2.482661872173617e-06,0.8737050625836199,1.2978298443523074e-05,36794.038254129206
5909,Ba0.1Ir4Sb12,50,-2.69841221168852e-05,3.813493705341509,0.0001652068806143752,17304.719874691058
4705,Ca0.08Co4Sb12.45,50,-5.6196745719195774e-05,5.704116280523768,8.079054768380737e-06,291.8479078556132
4712,Ca0.18Co3.94Ni0.06Sb12.40,50,-5.4127399771148374e-05,5.876004343200093,0.0059253202433865145,237678.33816788066
10408,FeSb2,50,0.00023842912887902382,431.4807198350005,4.283648410715724e-07,65.02593179222494
1667,Bi2Te3,50,5.9882081932629965e-05,0.5224134393725824,0.010343674115982795,30138.76024092371
17135,Zn4Sb3,50,4.525925194156372e-05,3.078753365701373,0.001418377925801046,42636.55589986464
11898,Bi85Sb13Pb2,100,4.4901828586033705e-05,1.982007016024374,0.03200275657451024,271626.5826514213
11899,Bi85Sb12Pb3,100,4.4783768477585936e-05,1.3916209793461078,0.023299231265187386,172332.82140490258
1891,Y3Ru3.6Co0.4Ge13,100,3.319654087656591e-05,3.3666279555285428,0.0013192764379742394,40303.73247583341
11896,Bi85Sb14.5Pb0.5,100,7.370647480295948e-05,1.624986537262194,0.051114976383271435,140496.84559331267
15943,Cu5Sn2Te7,100,1.2928708839164036e-05,16.96674306560004,0.0038434783559331397,3152985.960035598
1892,Y3Ru3.2Co0.8Ge13,100,5.3516930600262046e-05,2.4300280532831344,0.002893843596278839,24552.965202459716
11897,Bi85Sb14Pb1,100,5.398011699839553e-05,1.8837196153460634,0.04448917405043072,244392.90610060137
16341,Ge2.5Sn1.5SbTe5,100,3.137864249632475e-05,1.3091095865473203,0.00648819437534796,86264.38945915324
16343,Ge1.5Sn2.5SbTe5,100,2.1583205510762992e-05,1.0406942773749113,0.004332876866049997,96798.27580725061
16342,Ge2Sn2SbTe5,100,2.456035718398367e-05,0.8251637118823113,0.0064867278188569365,88735.30353845052
16345,Ge0.5Sn3.5SbTe5,100,1.2082327669522275e-05,1.7182016325617702,0.0011781489140595524,138666.99225341092
16344,GeSn3SbTe5,100,2.3614298603797275e-05,1.2752117983816258,0.003765720636481115,86115.30008678818
12113,Sb,100,1.2737930902051316e-05,37.4609940228136,0.003719944502550985,8588513.062115485
16352,As1.975Bi0.025Te3,100,4.04508566950284e-05,0.8200723720551082,0.017213904581133838,88658.22470763393
16339,Ge3.5Sn0.5SbTe5,100,6.840468421382392e-05,1.2394671162282571,0.016104716233058383,42659.56291411096
1899,FeSi,100,-4.040726949981299e-06,25.452123616119685,3.070391201798659e-10,4.786286908633854
1900,FeSi,100,0.00013617688861476145,18.247913496552638,4.654215874929414e-07,4.5798675923307375
7488,Cu4SnS4,100,2.628761585946126e-05,0.8824432084907304,5.980520231361104e-06,76.37009472954774
1867,Sn0.9Co0.1CCo3,100,1.3215609685293867e-05,3.8259896698656295,0.0017937375238074016,392941.84446198755
1859,SnCCo3,100,3.7176193444926674e-05,2.107674210121295,0.01227479349581665,182633.8426298732
1865,Sn0.95Co0.05CCo3,100,4.354826241396276e-05,3.143986052671612,0.01378161523716515,227432.0995597425
1864,Sn0.95Sb0.05CCo3,100,3.587995274006606e-05,2.308302492158088,0.011162429467976062,200146.37262105665
16237,FeGa3,100,1.0754751138105988e-06,15.59365198907037,3.6680625919822823e-07,49451.998197372224
1888,Dy3Ru4Ge13,100,2.1134449357202897e-05,1.3205203992786292,0.0003151701004658476,9317.689853447771
1887,Y3Ru4Ge13,100,2.19471163246262e-05,3.1219341058058068,0.00011997084336467246,7775.789819766491
12020,Bi85Sb12Nb3,100,-0.00015570121202265272,2.5910307829332098,0.0797527421617004,85414.50168867575
1889,Ho3Ru4Ge13,100,2.0327473499705414e-05,1.9010285249901395,0.00019688577667172557,9058.080366348415
1890,Lu3Ru4Ge13,100,1.7448122540901803e-05,1.9132061879210869,0.00018552793433357438,11659.332311183523
11960,Bi85Sb12Pb3,100,5.408589795481055e-05,1.8439332519713465,0.04984607635647445,263900.36394113913
12014,Bi85Sb10Ag5,100,-7.625330104705106e-05,1.3270819712289221,0.02515808698600428,53831.00869720895
12013,Bi85Sb12Ag3,100,-0.0001043592012159848,0.7885518815875994,0.10281704136948384,68900.80806294607
12011,Bi85Sb15,100,-8.916930067549547e-05,1.022059367733794,0.06237110745968879,81608.22166024966
12015,Bi85Sb8Ag7,100,-9.988463748091535e-05,1.1484604545523254,0.05800708780606289,79828.07184910358
12012,Bi85Sb14Ag1,100,-0.0001037681052460894,0.7982228341096831,0.1492785994904209,106320.82098849304
12019,Bi85Sb13Nb2,100,-0.00016224321453597846,1.9757589927911197,0.15154097993676507,106801.87395812957
12018,Bi85Sb14Nb1,100,-0.0001421730599717287,2.131844694707282,0.09124051431058554,94080.72589675641
11959,Bi85Sb13Pb2,100,5.432187433008607e-05,2.0172675473632884,0.04778319936541075,268740.61439496354
11958,Bi85Sb14Pb1,100,6.518173444389395e-05,1.9635758769401823,0.06263985791550207,252312.10226154255
12016,Bi85Sb15,100,-9.68413888201148e-05,1.383552110261873,0.035383841604692136,47423.95053826794
11956,Bi85Sb15,100,-0.00011353893762735928,1.734817964729542,0.10115482948341216,117560.82919850695
12017,Bi85Sb14.5Nb0.5,100,-0.00012550081036700748,1.5802313044546366,0.0905354163807031,85264.24192730541
13754,Tl2HgGeTe4,100,0.00015267064095806997,6.7523484204624005,9.622364840108508e-08,0.278756886712555
13782,Ba3Cu13.88Te12,100,3.377660819967267e-06,0.9406616997340576,3.999255693145782e-05,32974.677815425785
13898,CuInTe2,100,0.0002006869585817964,16.12289418123713,5.885136766551905e-05,235.59239169776677
13899,CuInTe2,100,2.5874464918947236e-05,1.6364624587963887,3.776778348311949e-07,9.231766041710245
14882,Bi1.7Pb0.4Sr1.5Nd0.5Ca1.1Cu2.1O,100,1.2145283827688084e-05,2.171173446879324,0.00016917802661700856,24901.364010908084
14881,Bi1.7Pb0.4Sr1.7Nd0.3Ca1.1Cu2.1O,100,6.979640361757248e-06,2.1808137190559203,0.0001235436665274756,55306.09125729304
14880,Bi1.7Pb0.4Sr1.8Nd0.2Ca1.1Cu2.1O,100,-1.3255332617991867e-07,3.3006216321365978,6.254024443275473e-08,117482.737058204
14879,Bi1.7Pb0.4Sr1.9Nd0.1Ca1.1Cu2.1O,100,-4.283305635819697e-07,3.4490361578297164,1.2677768388348041e-06,238332.04055206443
14878,Bi1.7Pb0.4Sr2Ca1.1Cu2.1O,100,-2.01290690431653e-06,3.1659419722281434,4.2631727386085885e-05,333110.6375018092
15050,Y1−xB28.5C4,100,-2.087954951693179e-05,0.8027294764200154,9.413337935840766e-10,0.017332875274630108
13564,Cu2Se,100,2.5778176352873666e-05,1.271045374470758,0.007271721135394425,139089.353764013
4710,Ca0.15Co3.98Ni0.02Sb11.80,100,-6.828926166335469e-05,4.21217220672801,0.014605624143346369,131923.26895492437
4712,Ca0.18Co3.94Ni0.06Sb12.40,100,-6.551371532830689e-05,5.772345848696358,0.01625113206800452,218560.41417953253
4705,Ca0.08Co4Sb12.45,100,-6.789917601167389e-05,5.558957594065562,2.4647452121677705e-05,297.191500599712
4706,Ca0.08Co3.98Ni0.02Sb12.15,100,-9.149718033770178e-05,6.135226752955858,7.900553214407449e-05,578.9921823571161
4707,Ca0.10Co3.98Ni0.02Sb12.15,100,-8.790566327062128e-05,4.883823736859696,0.00012972551711622042,819.882622564918
4708,Ca0.10Co3.95Ni0.05Sb12.34,100,-9.01196049843479e-05,5.917083462147528,0.00014997080775962213,1092.6369093528845
4709,Ca0.20Co4Sb12.46,100,-5.7711465347696985e-05,3.813199007531961,0.0027809691740774962,31839.148391180162
13710,Mo0.9Nb0.1Te2,100,4.9258888598264816e-05,5.7817693921575035,0.012916757615698113,362165.0957222268
13711,Mo0.8Nb0.2Te2,100,2.6577823044584065e-05,5.895819462738153,0.005079492305707081,435491.02050374384
13712,Mo0.6Nb0.4Te2,100,7.88754577147764e-06,1.686413451493046,0.0004748031977135964,121612.58798216314
